,Institute,Sci_topic,Author,Year,Conf_level,Material,M_Type,MatGroupFKM,Batch,Manufacturer,Prod_Proc,Furn_capa,Deoxid_proc,Ingot_size,Red_ratio,HProc,Form,DorTh,Length,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Al,V,Nb,N_,Ti,Ca,O,dA,dB,dC,dD,DS,Exp_n,Exp_b,DefType,Proc_name,Microstruct,Tstart,Tend,Vcf,NTemp,Ntime,CTemp,Ctime,THTemp,THtime,THQCr,QmTemp,THTemp2,THtime2,THQCr2,QmTemp2,TTemp,Ttime,TCr,Gm,Gstd,Texture,GrainRatio,Poros,Geometry_type,CS_form,CS_surface,QS_LD,Re_U,Re_U_dev,Rp02,Rp02_dev,Rm,Rm_dev,R_true_fracture,Rtf_dev,AG,AG_dev,A5,A5_dev,Z,Z_dev,A_KerbSchlag,A_KS_dev,HV20,HV20_dev,HardProc,t_eff,t_eff_dev,HV20_core,HV20_core_dev,Rp02_base,Rm_base,AG_base,A5_base,Z_base,Deff,Kt,G0,G0_r,G0_d,A90_Mises,V90_Mises,Kp,Rz,Finish,Finish_speci,SpecF,LD,Prstrain,RS_depth,RS_I,RSII,Sa,N,outcome,fail_loc,defect_type,R_ratio,Nu,Control,Machine,f_test,L_Type,Sd,Sd_unc,k,k_unc,NE,NE_unc,1Ts,1Ts_unc,method,n_spec,n_lvls_frac,n_lvls_inf,Nu_cur,Sa_min,Nm_Sa_min
DaBef1206,,,,,,,Einsatzstahl,Steel,,,,,,,,,,,,0.14,0.21,0.42,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,860.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,318.0,,452.0,,,,,,,,,,,,,,,,,,,,,,,,25,1.0,0.15,0,0.15,,,,20.3,,,cylinder,0,0,,,,"[308.0, 264.0, 352.0, 352.0, 396.0, 286.0, 374.0, 264.0, 254.0, 239.0, 247.0, 254.0, 247.0, 254.0, 261.0, 247.0, 268.0, 268.0, 261.0, 254.0, 262.0, 256.0, 251.0, 245.0, 256.0]","[920000, 2410000, 93700, 104000, 19800, 4800000, 50600, 6990000, 9120000, 10000000, 10000000, 2430000, 10000000, 10000000, 7750000, 10000000, 192000, 3470000, 2200000, 10000000, 9110000, 5530000, 4690000, 10000000, 6760000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'failure', 'runout', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,120.0,1.0,248.99,6.88,12.47,3.109,7368245.0,3287443.0,1.174,0.076,4 params,25.0,12.0,4.0,10000000.0,,
DaBef1207,,,,,,,Einsatzstahl,Steel,,,,,,,,,,,,0.14,0.21,0.42,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,860.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,318.0,,452.0,,,,,,,,,,,,,,,,,,,,,,,,25,1.0,0.15,0,0.15,,,,82.0,,,cylinder,0,0,,,,"[380.0, 264.0, 286.0, 330.0, 352.0, 275.0, 396.0, 242.0, 268.0, 256.0, 245.0, 239.0, 223.0, 211.0, 217.0, 211.0, 214.0, 211.0, 242.0, 214.0, 217.0]","[129000, 1750000, 704000, 124000, 66800, 764000, 14600, 10000000, 43500, 637000, 1330000, 1930000, 4570000, 10000000, 771000, 20000000, 15000000, 20000000, 2020000, 20000000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'runout', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,120.0,1.0,226.63,4.869,7.627,1.33,2084267.0,870549.0,1.349,0.044,4 params,21.0,14.0,4.0,10000000.0,,
DaBef1208,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.46,0.21,0.66,0.01,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,810.0,45.0,450.0,30.0,,,,,600.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,567.0,,748.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,,,,cylinder,0,0,,,,"[732.0, 680.0, 575.0, 470.0, 418.0, 431.0, 425.0, 418.0, 412.0, 405.0, 412.0, 405.0, 399.0, 392.0, 399.0, 395.0, 399.0]","[1400, 3310, 52700, 274000, 20000000, 749000, 1210000, 536000, 434000, 20000000, 10500000, 657000, 794000, 20000000, 907000, 20000000, 1250000]","['failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,402.0,14.323,10.343,3.113,1012455.0,496509.0,1.12,0.088,4 params,17.0,10.0,5.0,10000000.0,,
DaBef1209,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.46,0.21,0.66,0.01,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,810.0,45.0,450.0,30.0,,,,,600.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,567.0,,748.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,5.3,,,cylinder,0,0,,,,"[732.0, 680.0, 575.0, 418.0, 366.0, 392.0, 405.0, 418.0, 418.0, 405.0, 392.0, 399.0, 405.0, 412.0, 405.0, 399.0, 392.0]","[1100, 3930, 22800, 2110000, 20000000, 20000000, 20000000, 907000, 500000, 1120000, 20000000, 20000000, 20000000, 2230000, 2540000, 650000, 20000000]","['failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'failure', 'failure', 'failure', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,402.55,10.072,11.837,3.81,1551793.0,659985.0,1.112,0.087,4 params,17.0,7.0,4.0,10000000.0,,
DaBef1210,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.46,0.21,0.66,0.01,0.02,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,810.0,45.0,450.0,30.0,,,,,600.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,567.0,,748.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,19.0,,,cylinder,0,0,,,,"[732.0, 680.0, 575.0, 418.0, 366.0, 392.0, 405.0, 418.0, 405.0, 418.0, 412.0, 408.0, 412.0, 418.0, 412.0, 418.0, 425.0, 418.0, 412.0]","[2680, 4820, 24100, 380000, 20000000, 20000000, 20000000, 240000, 20000000, 427000, 337000, 20000000, 20000000, 255000, 20000000, 20000000, 259000, 463000, 20000000]","['failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'failure', 'runout', 'failure', 'failure', 'runout', 'runout', 'failure', 'runout', 'runout', 'failure', 'failure', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,414.29,9.528,8.583,2.006,357136.0,146721.0,1.056,0.058,4 params,19.0,6.0,6.0,10000000.0,,
DaBef1211,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.34,0.3,0.07,0.01,0.03,1.55,1.61,0.2,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,840.0,45.0,200.0,30.0,,,,,500.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1187.0,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,,,,cylinder,0,0,,,,"[1041.0, 926.0, 810.0, 694.0, 579.0, 521.0, 492.0, 520.0]","[14200, 20100, 41500, 318000, 650000, 4540000, 20000000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,523.76,21.381,8.236,2.702,2557717.0,1695956.0,1.141,0.053,4 params,8.0,6.0,2.0,10000000.0,,
DaBef1212,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.34,0.3,0.07,0.01,0.03,1.55,1.61,0.2,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,840.0,45.0,200.0,30.0,,,,,500.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1187.0,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,5.6,,,cylinder,0,0,,,,"[926.0, 1041.0, 810.0, 694.0, 579.0, 520.0, 520.0, 492.0, 509.0, 520.0, 532.0]","[14600, 5330, 32700, 71900, 276000, 20000000, 1710000, 20000000, 20000000, 20000000, 3810000]","['failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'runout', 'failure']","[None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,529.8,17.191,8.627,2.501,1398791.0,744896.0,1.176,0.056,4 params,11.0,7.0,3.0,10000000.0,,
DaBef1213,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.34,0.3,0.07,0.01,0.03,1.55,1.61,0.2,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,840.0,45.0,200.0,30.0,,,,,500.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1187.0,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,6.2,,,cylinder,0,0,,,,"[926.0, 1041.0, 810.0, 694.0, 579.0, 463.0, 521.0, 521.0, 492.0, 463.0, 498.0, 521.0, 550.0, 578.0]","[10500, 4480, 29800, 58800, 252000, 20000000, 354000, 668000, 10700000, 20000000, 20000000, 20000000, 20000000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,544.39,16.054,6.559,1.682,349053.0,200644.0,1.132,0.044,4 params,14.0,6.0,6.0,10000000.0,,
DaBef1214,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.34,0.3,0.07,0.01,0.03,1.55,1.61,0.2,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,840.0,45.0,200.0,30.0,,,,,500.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1187.0,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,20.8,,,cylinder,0,0,,,,"[1041.0, 926.0, 810.0, 694.0, 579.0, 521.0, 550.0, 579.0, 564.0, 550.0]","[7110, 18600, 42300, 108000, 2960000, 20000000, 20000000, 407000, 1200000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'failure', 'failure', 'runout']","[None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,557.39,18.269,8.678,2.213,1290396.0,828351.0,1.175,0.052,4 params,10.0,6.0,2.0,10000000.0,,
DaBef1215,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.34,0.3,0.07,0.01,0.03,1.55,1.61,0.2,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,840.0,45.0,200.0,30.0,,,,,500.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1187.0,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,19.1,,,cylinder,0,0,,,,"[1041.0, 926.0, 810.0, 694.0, 579.0, 519.0, 464.0, 549.0, 561.0]","[6170, 10800, 39200, 101000, 902000, 8430000, 625000, 20000000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,510.23,13.551,7.374,2.014,1349294.0,807995.0,1.47,0.076,4 params,9.0,7.0,2.0,10000000.0,,
DaBef1216,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.34,0.3,0.07,0.01,0.03,1.55,1.61,0.2,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,840.0,45.0,200.0,30.0,,,,,500.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1187.0,,1272.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,111.1,,,cylinder,0,0,,,,"[1041.0, 926.0, 810.0, 694.0, 579.0, 521.0, 492.0, 463.0, 463.0, 434.0]","[5420, 12600, 26200, 57800, 376000, 6850000, 2010000, 347000, 963000, 20000000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout']","[None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,416.13,12.73,7.22,2.438,3844225.0,1771701.0,1.394,0.08,4 params,10.0,8.0,1.0,10000000.0,,
DaBef1217,,,,,,,Einsatzstahl,CaseHard_Steel,,,,,,,,,,,,0.34,0.25,0.6,0.01,0.01,1.55,1.5,0.25,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,840.0,45.0,200.0,30.0,,,,,500.0,120.0,0.054000000000000006,,,,,,A5-standard specimen,Cylindric,50.25,0,,,1125.0,,1207.0,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0,0.15,,,,19.1,,,cylinder,0,0,,,,"[1041.0, 926.0, 810.0, 694.0, 579.0, 521.0, 463.0, 492.0, 521.0, 492.0, 463.0]","[5130, 9760, 20200, 44600, 68000, 317000, 20000000, 20000000, 150000, 17000000, 1680000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None]",-1.0,20000000.0,Force,,120.0,1.0,489.45,14.195,6.107,1.325,418534.0,274906.0,1.247,0.051,4 params,11.0,7.0,2.0,10000000.0,,
DaBef1224,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.4,0.65,0.04,0.03,0.0,1.05,0.22,0.0,,,,,,,,,,,,,,,,,,,,,850.0,,30.0,0.0,850.0,240.0,200.0,30.0,,,,,565.0,360.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,923.0,,1015.0,,,,,,15.0,,,,,,,,,,,,,,,,,,7,2.2,1.17,1.17,0,,,,,,,cylinder,0,0,,,,"[194.88, 201.376, 207.872, 201.376, 207.872, 214.368, 207.872, 201.376, 194.88, 201.376, 194.88, 201.376]","[7376083, 8991915, 363166, 14311005, 9874456, 355382, 513947, 434784, 5072563, 571271, 5215152, 6562313]","['runout', 'runout', 'failure', 'runout', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,5072563.0,Force,,120.0,3.0,203.98,6.256,5.239,3.717,469278.0,224708.0,1.071,0.147,4 params,12.0,3.0,3.0,5072563.0,,
DaBef1225,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.4,0.65,0.04,0.03,0.0,1.05,0.22,0.0,,,,,,,,,,,,,,,,,,,,,850.0,,30.0,0.0,850.0,240.0,200.0,30.0,,,,,565.0,360.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,923.0,,1015.0,,,,,,15.0,,,,,,,,,,,,,,,,,,7,2.2,1.17,1.17,0,,,,,,,cylinder,0,0,,,,"[390.0, 325.0, 260.0, 227.0, 195.0, 227.0, 227.0, 227.0, 227.0, 325.0, 325.0, 325.0, 205.0, 205.0, 264.0, 264.0, 214.0]","[8558, 39298, 117158, 243496, 1024125, 333177, 308232, 350843, 190219, 27907, 28019, 38381, 585063, 914297, 101341, 124730, 1012994]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,10000000.0,Force,,20.0,3.0,,,6.742692999087804,2.681,,,1.1089339494132258,0.041,4 params,17.0,8.0,0.0,10000000.0,195.0,1024125
DaBef1258,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.28,0.72,0.02,0.03,0.0,1.08,0.17,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,860.0,30.0,200.0,30.0,,,,,600.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,938.0,,1030.0,,,,,,33.0,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0.15,0,,,,0.35,,,cylinder,0,0,,,,"[470.0, 450.0, 430.0, 410.0, 430.0, 450.0, 430.0, 450.0, 430.0, 410.0, 430.0, 450.0, 470.0, 470.0, 470.0, 510.0, 510.0, 510.0]","[305800, 472500, 646600, 2000000, 2000000, 478300, 2000000, 475900, 782600, 2000000, 2000000, 489000, 423800, 259600, 201500, 166000, 148000, 135100]","['failure', 'failure', 'failure', 'runout', 'runout', 'failure', 'runout', 'failure', 'failure', 'runout', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,3.0,431.71,18.581,9.316,2.673,679083.0,378088.0,1.046,0.066,4 params,18.0,4.0,2.0,2000000.0,,
DaBef1259,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.28,0.72,0.02,0.03,0.0,1.08,0.17,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,860.0,30.0,200.0,30.0,,,,,600.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,938.0,,1030.0,,,,,,33.0,,,,,,,,,,,,,,,,,,12.5,1.0,0.08,0,0.08,,,,0.35,,,cylinder,0,0,,,,"[330.0, 300.0, 308.0, 300.0, 293.0, 330.0, 300.0, 345.0, 308.0, 330.0, 315.0, 308.0, 300.0, 345.0, 308.0, 300.0, 345.0, 308.0, 330.0, 315.0, 308.0, 300.0, 330.0, 345.0, 345.0]","[849700, 5000000, 1439100, 3553100, 5000000, 779800, 5000000, 499600, 5000000, 930400, 1287200, 2245600, 5000000, 379700, 1687900, 5000000, 360400, 5000000, 719700, 1738800, 1920400, 5000000, 810400, 519900, 449600]","['failure', 'runout', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,5000000.0,Force,,20.0,2.0,305.21,7.404,13.128,2.285,2214271.0,940575.0,1.032,0.036,4 params,25.0,5.0,3.0,5000000.0,,
DaBef1261,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.28,0.72,0.02,0.03,0.0,1.08,0.17,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,860.0,30.0,200.0,30.0,,,,,600.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,938.0,,1030.0,,,,,,33.0,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0.15,0,,,,100.0,,,cylinder,0,0,,,,"[430.0, 410.0, 390.0, 410.0, 430.0, 410.0, 430.0, 410.0, 430.0, 450.0, 430.0, 450.0, 430.0, 410.0, 430.0, 470.0, 470.0, 470.0, 470.0, 470.0, 450.0, 450.0, 450.0]","[461400, 966700, 2000000, 2000000, 530400, 2000000, 946700, 2000000, 2000000, 291400, 2000000, 359800, 1588100, 2000000, 1530000, 271200, 132200, 207700, 146400, 175500, 448700, 191400, 222300]","['failure', 'failure', 'runout', 'runout', 'failure', 'runout', 'failure', 'runout', 'runout', 'failure', 'runout', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,3.0,421.75,14.835,15.653,3.702,953897.0,498054.0,1.072,0.059,4 params,23.0,4.0,3.0,2000000.0,,
DaBef1263,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.28,0.72,0.02,0.03,0.0,1.08,0.17,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,860.0,30.0,200.0,30.0,,,,,600.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,938.0,,1030.0,,,,,,33.0,,,,,,,,,,,,,,,,,,12.5,1.0,0.15,0.15,0,,,,100.0,,,cylinder,0,0,,,,"[430.0, 450.0, 430.0, 410.0, 390.0, 410.0, 390.0, 410.0, 430.0, 410.0, 390.0, 410.0, 390.0, 410.0, 390.0, 410.0, 450.0, 450.0, 450.0, 450.0, 450.0, 470.0, 470.0, 470.0, 470.0, 470.0]","[2000000, 169800, 348500, 1705900, 2000000, 803900, 2000000, 2000000, 841200, 1005500, 2000000, 732300, 2000000, 648000, 2000000, 597600, 235400, 300100, 265200, 198800, 381200, 166400, 127000, 78200, 272600, 222600]","['runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,3.0,406.73,14.947,12.304,2.923,929760.0,507305.0,1.083,0.04,4 params,26.0,4.0,3.0,2000000.0,,
DaBef1264,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.28,0.72,0.02,0.03,0.0,1.08,0.17,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,860.0,30.0,200.0,30.0,,,,,600.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,938.0,,1030.0,,,,,,33.0,,,,,,,,,,,,,,,,,,12.5,1.0,0.08,0,0.08,,,,100.0,,,cylinder,0,0,,,,"[315.0, 300.0, 330.0, 308.0, 300.0, 293.0, 285.0, 345.0, 293.0, 300.0, 293.0, 285.0, 345.0, 293.0, 300.0, 330.0, 308.0, 300.0, 293.0, 285.0, 345.0, 345.0, 330.0, 345.0, 345.0, 330.0, 330.0]","[1061000, 5000000, 526500, 1133200, 3840000, 2861000, 5000000, 316500, 5000000, 3759000, 2671400, 5000000, 271600, 5000000, 5000000, 391600, 1545000, 2783500, 3653200, 5000000, 292200, 382700, 810100, 321700, 352000, 557800, 486900]","['failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,5000000.0,Force,,50.0,2.0,295.16,6.916,14.778,2.839,3068206.0,1235229.0,1.044,0.031,4 params,27.0,6.0,3.0,5000000.0,,
DaBef1266,,,,,,,Verguetungsstahl,Steel,,,,,,,,,,,,0.41,0.28,0.72,0.02,0.03,0.0,1.08,0.17,0.0,,,,,,,,,,,,,,,,,,,,,30.0,,30.0,0.0,860.0,30.0,200.0,30.0,,,,,600.0,90.0,5.0,,,,,,A5-standard specimen,Cylindric,50.25,0,,,938.0,,1030.0,,,,,,33.0,,,,,,,,,,,,,,,,,,12.5,2.0,1.0,0.92,0.08,,,,100.0,,,cylinder,0,0,,,,"[325.0, 250.0, 250.0, 220.0, 210.0, 325.0, 220.0, 325.0, 230.0, 220.0, 210.0, 325.0, 220.0, 325.0, 230.0, 220.0, 210.0, 250.0, 220.0, 325.0, 230.0, 250.0, 250.0, 250.0, 220.0]","[109800, 342100, 392000, 583000, 2000000, 107600, 2000000, 85700, 426000, 947000, 2000000, 96900, 2000000, 90300, 464600, 1270000, 2000000, 366200, 2000000, 80700, 621200, 308600, 402800, 325200, 751400]","['failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,2000000.0,Force,,20.0,1.0,218.93,7.673,5.334,1.192,755463.0,400845.0,1.094,0.034,4 params,25.0,4.0,2.0,2000000.0,,
